Sample,,Probe target info,Height,Area,Intra ratio,Pre ratio,Final ratio,Stdev,RefPop,SamPop,d(nt),Width
421M,[09q (n=4)].[PTCH1-20],09-097.258441,534,13072,0.64,0.66,0.66,0.12,Decreased2StdDevBelowArbitraryBorder,Ambiguous,-0.41,67
421M,[09q (n=4)].[PTCH1-5],09-097.284232,757,17195,1.23,1.31,1.28,0.25,Equal,Equal,1.15,86
421M,[09q (n=4)].[TSC1-18],09-134.767854,1150,23520,0.94,1.01,1.01,1,Equal,Equal,1.82,88
421M,[09q (n=4)].[TSC1-1],09-134.809748,716,15810,0.75,0.79,0.78,0.15,Equal,Equal,0.91,92
421M,[10q (n=3)].[PTEN-4],10-089.680713,865,22868,1.37,1.49,1.43,0.31,Ambiguous,Ambiguous,0.59,88
421M,[10q (n=3)].[PTEN-5],10-089.682864,904,23977,1.15,1.25,1.2,0.25,Equal,Equal,0.18,95
421M,[10q (n=3)].[PTEN-8],10-089.710865,670,19673,1.17,1.28,1.2,0.27,Equal,Equal,-0.54,91
421M,[11p (n=2)].[WT1-11],11-032.366613,541,16023,0.88,0.98,0.89,0.17,Equal,Equal,-0.5,75
421M,[11p (n=2)].[WT1-1],11-032.413841,308,6771,0.4,0.41,0.41,0.08,Decreased2StdDevBelowArbitraryBorder,Ambiguous,0.69,70
421M,[13q (n=6)].[BRCA2-3],13-031.791351,1434,22291,1.3,1.33,1.35,0.28,Ambiguous,Ambiguous,0.29,64
421M,[13q (n=6)].[BRCA2-9],13-031.803112,1126,23930,1.05,1.09,1.09,0.22,Equal,Equal,0.68,107
421M,[13q (n=6)].[RB1-3],13-047.814761,795,24772,1.17,1.31,1.19,0.2,Equal,Equal,-0.12,94
421M,[13q (n=6)].[RB1-25],13-047.948892,1099,29214,1.18,1.3,1.22,0.21,Equal,Equal,-0.17,98
421M,[13q (n=6)].[MIR15A-1],13-049.521254,2075,35735,1.24,1.27,1.29,0.23,Equal,Equal,0.78,75
421M,[13q (n=6)].[DLEU1-2],13-049.576833,1972,25316,1.36,1.38,1.42,0.3,Ambiguous,Ambiguous,0.57,62
421M,[16p (n=3)].[TSC2-1],16-002.038612,1044,13430,1.03,1.04,1.05,0.18,Equal,Equal,0.47,59
421M,[16p (n=3)].[TSC2-25],16-002.067648,276,7333,0.61,0.66,0.64,0.13,Decreased1StdDevBelowArbitraryBorder,Ambiguous,-0.23,85
421M,[16p (n=3)].[TSC2-38],16-002.076651,224,949,0.06,0.06,0.06,0.01,Decreased2StdDevBelowArbitraryBorder,Decreased1StdDevBelowArbitraryBorder,-1.38,21
421M,[17p (n=3)].[TP53-10],17-007.514677,293,9508,0.61,0.68,0.64,1,Ambiguous,Ambiguous,-1.19,86
421M,[17p (n=3)].[TP53-4b],17-007.519217,580,16616,0.75,0.79,0.78,0.13,Equal,Equal,-0.3,59
421M,[17p (n=3)].[TP53-1],17-007.531504,1158,26029,1.13,1.21,1.18,0.26,Equal,Equal,1.22,94
421M,[17q (n=5)].[NF1-18],17-026.577746,482,15434,1.03,1.14,1.06,0.19,Equal,Equal,-0.62,91
421M,[17q (n=5)].[NF1-39],17-026.681489,1471,30542,1.44,1.51,1.5,0.28,Increased1StdDevAboveArbitraryBorder,Ambiguous,0.72,98
421M,[17q (n=5)].[BRCA1-24],17-038.450829,779,20483,0.98,1.07,1.01,0.17,Equal,Equal,-0.7,91
421M,[17q (n=5)].[BRCA1-15],17-038.479889,993,26958,1,1.07,1.04,0.21,Equal,Equal,1.17,94
421M,[17q (n=5)].[BRCA1-6],17-038.510430,790,16997,1.19,1.23,1.24,0.25,Equal,Equal,-0.1,71
421M,[18q (n=2)].[SMAD4-4],18-046.829678,1045,24924,1.22,1.32,1.27,0.27,Equal,Equal,0.84,79
421M,[18q (n=2)].[SMAD4-12],18-046.858705,646,19451,0.95,1.06,1,1,Equal,Equal,-1.22,97
421M,[19p (n=4)].[STK11-1],19-001.157954,666,13869,0.91,0.94,0.94,0.18,Equal,Equal,0.12,76
421M,[19p (n=4)].[STK11-3],19-001.170331,401,7864,0.63,0.66,0.65,0.12,Decreased1StdDevBelowArbitraryBorder,Ambiguous,0.23,58
421M,[19p (n=4)].[FKBP8-9],19-018.503959,487,11504,0.75,0.79,0.78,0.15,Equal,Equal,0.88,93
421M,[19p (n=4)].[FKBP8-4],19-018.511130,561,10734,0.73,0.76,0.75,0.13,Equal,Equal,0.61,76
421M,[22q (n=2)].[SMARCB1-1],22-022.459352,661,13809,0.8,0.86,0.84,0.19,Equal,Equal,1.12,59
421M,[22q (n=2)].[SMARCB1-9],22-022.506421,505,10475,0.75,0.77,0.77,0.14,Equal,Equal,-0.22,64
421M,[Xq (n=2)].[AMER1-2],X-063.326842,0,0,0,0,0,0,<<<,<<<,0,0
421M,[Xq (n=2)].[AMER1-1],X-063.342134,415,6430,0.62,0.62,0.63,0.13,Decreased1StdDevBelowArbitraryBorder,Ambiguous,-0.25,43
421M,[References (n=12)].[PEX13*],02-061.126370,485,25639,1.14,1.28,1.16,0.2,Equal,Equal,-0.65,138
421M,[References (n=12)].[COL3A1*],02-189.557818,1158,23248,1.06,1.1,1.1,0.19,Equal,Equal,0.41,82
421M,[References (n=12)].[WHSC1*],04-001.902193,373,13553,0.72,0.8,0.76,1,Equal,Equal,-0.86,96
421M,[References (n=12)].[KLKB1*],04-187.390323,1163,21925,1.08,1.11,1.12,0.21,Equal,Equal,0.25,79
421M,[References (n=12)].[IL4*],05-132.037607,1560,18009,0.97,0.98,1,0.18,Equal,Equal,0.14,43
421M,[References (n=12)].[EYS*],06-065.588251,806,20376,1.05,1.13,1.1,0.24,Equal,Equal,1.11,93
421M,[References (n=12)].[SEC63*],06-108.321498,757,21572,1.09,1.21,1.12,0.2,Equal,Equal,0.01,91
421M,[References (n=12)].[MTMR2*],11-095.238425,720,15420,1.03,1.09,1.07,0.21,Equal,Equal,1.41,77
421M,[References (n=12)].[MYH7*],14-022.972596,595,10447,0.58,0.6,0.6,0.1,Decreased2StdDevBelowArbitraryBorder,Ambiguous,0.36,59
421M,[References (n=12)].[SPG11*],15-042.653071,446,12570,0.76,0.84,0.78,0.14,Equal,Equal,-0.96,81
421M,[References (n=12)].[PLCG2*],16-080.537323,559,13757,0.73,0.8,0.76,0.13,Equal,Equal,-0.21,76
421M,[References (n=12)].[KCNJ6*],21-037.919589,859,10718,0.65,0.66,0.69,0.19,Ambiguous,Ambiguous,0.1,50
